epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,0.499223,0.837302,0.133736,0.959259,0.0001,21.5064
2,0.08074,0.974603,0.018618,0.996296,0.0001,21.3431
3,0.047325,0.984921,0.025958,0.992593,0.0001,18.699
4,0.03495,0.992063,0.004953,1.0,0.0001,21.0397
5,0.03411,0.99127,0.006144,1.0,0.0001,22.4558
6,0.038686,0.988095,0.006187,1.0,0.0001,20.8484
7,0.018603,0.995238,0.005764,0.996296,5e-05,21.4401
